id_questao;num_questao;enunciado;id_fase;id_tipo_questao;
14;14;"""Jean de Walbeeck, no Relatório apresentado ao parlamento holandês em 1633, ao discorrer sobre a possibilidade de invasão de terras brasileiras, apontou: Baseado nos seus conhecimentos e nas informações contidas no documento acima, escolha a alternativa:""";2;1;;;;;;;
15;15;"""Observando o texto de João do Rio e a imagem e o slogan da propaganda, podemos afirmar:""";2;1;;;;;;;
16;16;(Implícito: Analisar o contexto do romance e suas referências à punição naval);2;1;;;;;;;
17;17;"""Leia o documento abaixo atentamente e observe os mapas que elaboramos para esta questão, procurando localizar as colônias que o texto cita. É pertinente afirmar que:""";2;1;;;;;;;
18;18;"""A partir do documento e dos seus conhecimentos, podemos afirmar que:""";2;1;;;;;;;
19;19;(Implícito: Análise da mobilização e do contexto do voto feminino no Brasil);2;1;;;;;;;
20;20;Selecionar o seculo correto de cada documento;2;2;;;;;;;
21;21;"""O diálogo acima teria se passado na década de 1550 entre um tupinambá, do grupo nativo da costa brasileira, e o pastor calvinista Jean de Léry(1534-1611). O indígena queria saber por que os europeus vinham de terras longínquas a fim de buscar madeira para a extração de tintas.""";3;1;;;;;;;
22;22;"""Em 1o de junho de 1826, o navio Frederico partiu do porto de Bremen, na atual Alemanha, com destino ao Brasil. Um documento de registro mostra que os colonos transportados nesta embarcação eram os seguintes: Observando essa lista e as informações nela contidas, podemos afirmar:""";3;1;;;;;;;
23;23;"""Escolha a alternativa mais pertinente:"" (Análise do contexto social e político da Conjuração Baiana)";3;1;;;;;;;
24;24;"""Assinale:"" (Análise do nacionalismo e simbologia do Integralismo)";3;1;;;;;;;
25;25;"""O documento acima:"" (Descrever a mineração e migrações no início do século XVIII)";3;1;;;;;;;
26;26;"""Segundo o texto acima:"" (Analisar o conceito de corrupção e abuso de poder na Ditadura Militar)";3;1;;;;;;;
27;27;"""Sobre o documento, podemos dizer que: Na Revista Illustrada de 06 de Novembro de 1880 o artista Ângelo Agostini retratou, por meio dessa ilustração e da legenda “Uma nuvem que cresce cada vez mais”, a abolição da escravidão.""";3;1;;;;;;;
28;28;"""Observe a imagem abaixo: A imagem retrata Getúlio Vargas (1882-1954) (a figura ao centro) e o presidente dos Estados Unidos da América, Franklin Roosevelt(1882-1945) (a figura à direita), ambos de chapéu panamá, na cidade de Natal, Rio Grande do Norte, durante a Segunda Guerra Mundial, em janeiro de 1943. A partir da leitura da imagem e de seus conhecimentos, assinale a alternativa:""";3;1;;;;;;;
29;29;"""A partir do trecho do romance acima, pode-se afirmar que:"" (Análise de estereótipos, imigração e trabalho na cidade de São Paulo)";3;1;;;;;;;
30;30;"""A partir da imagem e dos seus conhecimentos, pode-se afirmar que: A imagem abaixo ironiza a atuação do embaixador inglês no Brasil, no acontecimento que ficou conhecido como Questão Christie.""";3;1;;;;;;;
31;31;"""Os textos acima referem-se:"" (Análise dos projetos de modernização urbana na República Velha)";3;1;;;;;;;
32;32;"""A partir das afirmações do então Visconde de Mauá (1813-1889) em sua autobiografia, e de seus conhecimentos, podemos dizer que:""";3;1;;;;;;;
33;33;"""O documento afirma que:"" (Sugestão de envio de mulheres portuguesas para a colônia)";3;1;;;;;;;
34;34;"""Baseado nesta reportagem, pode-se pensar sobre o Brasil colônia:"" (Análise da relação Brasil-Angola e Tráfico Atlântico)";3;1;;;;;;;
35;35;"""Por meio do documento, podemos afirmar que:"" (Análise sobre restrições de raça e moralidade para cargos públicos)";3;1;;;;;;;
36;36;"""A partir da quadrinha acima podemos verificar que:"" (Análise do descontentamento com D. Pedro I e o centralismo)";3;1;;;;;;;
37;37;"""Ainda sobre a confederação do Equador, da qual tratamos na questão 36, podemos dizer que:""";3;1;;;;;;;
38;38;"""Depois de ler ambos os documentos, podemos afirmar que:"" (Comparação entre visões jesuíta e bandeirante sobre o trabalho indígena)";3;1;;;;;;;
39;39;"(Implícito: Analisar o significado político e social do protesto ""Guerrilha do Beijo"" em Sorocaba)";3;1;;;;;;;
40;40;"Nessa tarefa, vocês devem preencher a “certidão de nascimento” ou o “registro” de sua escola,
conforme as instruções na ficha abaixo.
Nosso objetivo é conhecer melhor o lugar onde vocês estudam e, nesse processo, possibilitar que
conheçam melhor a sua própria escola.";3;2;;;;;;;
41;41;"""Sobre o Instituto Histórico e Geográfico Brasileiro (IHGB) o historiador Manoel Salgado Guimarães afirmou: A partir do trecho acima, pode-se afirmar que:""";4;1;;;;;;;
42;42;"""Após observar as duas telas [Dom Pedro aclamado pelas ruas após a proclamação da Independência e Independência ou Morte (O grito do Ipiranga)], pode-se afirmar que:""";4;1;;;;;;;
43;43;"""Segundo o trecho do documento podemos dizer que Dom Pedro I:""";4;1;;;;;;;
44;44;"""O texto sobre descobertas arqueológicas no atual território brasileiro revela que:""";4;1;;;;;;;
45;45;"""A partir do trecho da entrevista acima, escolha a alternativa mais pertinente:"" (Sobre o federalismo nas décadas de 1930-40)";4;1;;;;;;;
46;46;"""O texto acima indica que:"" (Sobre a solidariedade e mutualidade no movimento operário)";4;1;;;;;;;
47;47;"""O texto acima sobre a Guerra do Paraguai afirma que:"" (Sobre historiografia e interpretações da Guerra)";4;1;;;;;;;
48;48;"""Analisando as manifestações culturais recentes no Brasil o texto aponta:""";4;1;;;;;;;
49;49;"""Ainda a partir do texto abordado na questão 48, sobre a expressão “dois Brasis”, analisada sob a perspectiva das práticas culturais, sugere-se que:""";4;1;;;;;;;
50;50;"""Nesse texto, datado de 1783:""";4;1;;;;;;;
51;51;"""Ainda sobre o texto abordado na questão 50 e os seus conhecimentos em história, pode-se afirmar que:""";4;1;;;;;;;
52;52;(Implícito: Análise da ciência, intercâmbio e instituições no Brasil);4;1;;;;;;;
53;53;(Implícito: Análise da transferência da Corte e a figura de D. João VI);4;1;;;;;;;
54;54;"""Ainda sobre tema e texto da questão 53, pode-se afirmar que:""";4;1;;;;;;;
55;55;"""A cronologia abaixo feita pelo historiador Luciano Figueiredo arrola os levantes, motins, revoltas ocorridos na América Portuguesa entre os séculos XVI e XVIII. Observe-a atentamente. É possível afirmar que:""";4;1;;;;;;;
56;56;"""No trecho acima, o historiador Alcir Lenharo (1946-1996):"" (História e Cultura de Massas)";4;1;;;;;;;
57;57;"""O texto acima:"" (Memória e escrita da história em Recife)";4;1;;;;;;;
58;58;"""A partir do texto é possível afirmar:"" (Relação entre Farrapos e as lutas políticas na América do Sul)";4;1;;;;;;;
59;59;"""A partir dos textos, podemos afirmar que:"" (Pobreza urbana e desigualdade social)";4;1;;;;;;;
60;60;"Escolha um patrimônio de sua cidade. Pode ser um monumento comemorativo, um edifício, uma
obra de arte, uma prática, uma festa, uma tradição. Pode ser reconhecido como “patrimônio”,
material ou imaterial, pelos órgãos responsáveis, ou não.";4;2;;;;;;;
61;1;Selecione a alternativa mais pertinente:;5;1;;;;;;;
62;2;Observe as características do mapa e escolha a resposta mais pertinente:;5;1;;;;;;;
63;3;"“Quando o Ouvidor Real visitou a vila de São Paulo em 1620, ...""";5;1;;;;;;;
64;4;Com base na charge e na letra da música assinale a alternativa mais pertinente:;5;1;;;;;;;
65;5;A última edição da Revista Veja do ano de 1990 fez um apanhado das frases marcantes daquele ano. Dentre elas:;5;1;;;;;;;
66;6;A partir do documento, escolha uma alternativa:;5;1;;;;;;;
67;7;Na crônica Analfabetismo, Machado de Assis:;5;1;;;;;;;
68;8;Descrição das senhoras brasileiras feita pela francesa Adèle Toussaint-Samson em 1815. Escolha a alternativa mais pertinente:;5;1;;;;;;;
69;9;A partir da leitura desta obra de arte contemporânea é possível afirmar que:;5;1;;;;;;;
70;10;"Nesse momento, gostaríamos de ter algumas informações sobre a sua equipe, incluindo o professor
orientador e os estudantes participantes. (sugestão: informações sobre sua equipe, tanto do
professor orientador como dos estudantes participantes)
Assim, preparamos uma série de questões abaixo, e pedimos que as respondam da forma mais
completa que puderem.";5;2;;;;;;;
71;11;Na obra Adoração dos Magos, há um indígena retratado fora de seu contexto original, transportado para a cena bíblica da visita dos Reis Magos a Jesus. Já em O Inferno o próprio diabo, sentado em um trono, tem um cocar em sua cabeça. Ao analisarmos esses quadros, é possível pensar que:;6;1;;;;;;;
72;12;"“Fazer relações entre museu e educação, especialmente o ensino de história, ..."" Selecione a alternativa mais pertinente:";6;1;;;;;;;
73;13;A partir do documento podemos dizer sobre o movimento chamado de Conjuração Baiana:;6;1;;;;;;;
74;14;No século XVII, a mesa da região era puramente indígena. Além dos peixes...;6;1;;;;;;;
75;15;A questão se baseia na análise da gravura e dos dados biográficos do artista.;6;1;;;;;;;
76;16;Podemos apontar que:;6;1;;;;;;;
77;17;Livro primeiro em que se trata do descobrimento do Brasil, costumes dos naturais, aves, peixes, animais e do mesmo Brasil. Escrita na Bahia a 20 de dezembro de 1627. Escolha a alternativa mais pertinente:;6;1;;;;;;;
78;18;A partir das duas imagens, podemos concluir:;6;1;;;;;;;
79;19;No livro Memória e sociedade, a historiadora Ecléa Bosi coletou depoimentos de idosos por meio de entrevistas. Leia alguns trechos destes relatos. Indique a alternativa mais pertinente:;6;1;;;;;;;
80;20;O trabalho (no máximo 1600 caracteres) / A cidade (no máximo 1600 caracteres) / A escola e o estudo (no máximo 1600 caracteres) / Vida contidiana e lazer (no máximo 1600 caracteres) / Um relato (no máximo 1600 caracteres) / Impressões pessoais (no máximo 1600 caracteres) - Esta é a Tarefa 2 da 2ª Fase.;6;2;;;;;;;
81;21;A questão se baseia na análise da transcrição da fala.;7;1;;;;;;;
82;22;A questão se baseia na análise das letras de samba.;7;1;;;;;;;
83;23;A partir dos dois textos, podemos concluir:;7;1;;;;;;;
84;24;A questão se baseia na análise dos textos sobre a imigração sírio-libanesa.;7;1;;;;;;;
85;25;Escolha a alternativa mais pertinente:;7;1;;;;;;;
86;26;Em 1721, o governador das Minas escreveu ao rei com o seguinte pedido:;7;1;;;;;;;
87;27;Esta composição fotográfica da igreja refletida no espelho coloca o patrimônio tombado em segundo plano, misturado a elementos do nosso presente, em meio a barracas de artesanato e produtos industrializados no município de Embu, na Grande São Paulo. A partir da compreensão da fotografia, podemos afirmar:;7;1;;;;;;;
88;28;A questão se baseia na análise do texto sobre o povoamento das Américas.;7;1;;;;;;;
89;29;As mensagens presidenciais abordam a transferência da capital brasileira e do Distrito Federal, da cidade do Rio de Janeiro para outra “atmosfera”. A partir da leitura, podemos afirmar:;7;1;;;;;;;
90;30;A questão se baseia na análise dos textos sobre Palmares.;7;1;;;;;;;
91;31;A questão se baseia na análise dos textos sobre história indígena.;7;1;;;;;;;
92;32;A febre-amarela não é apenas um problema dos nossos dias. Desde o século XIX matava grandes contingentes de pessoas. Sobre esse tema observe a imagem publicada na Revista Illustrada em 04 de Março de 1876, sobre essa epidemia na capital do Império:;7;1;;;;;;;
93;33;Sobre o documento apresentado, escolha a alternativa mais pertinente:;7;1;;;;;;;
94;34;Ainda sobre o documento estudado na questão 33: Podemos dizer que:;7;1;;;;;;;
95;35;Observe o quadro e escolha a alternativa mais pertinente:;7;1;;;;;;;
96;36;A questão se baseia na análise do texto sobre o descobrimento do Brasil.;7;1;;;;;;;
97;37;No ano de 1839, o missionário americano protestante Daniel Parish Kidder, em viagem pelo Brasil, descreveu as seguintes práticas:;7;1;;;;;;;
98;38;Relato do viajante Álvar Núñez Cabeza de Vaca sobre a região do atual Pantanal.;7;1;;;;;;;
99;39;O texto:;7;1;;;;;;;
100;40;Nesta tarefa, propomos às equipes o trabalho com um instrumento que é muito importante para os historiadores: analisar e compreender imagens... (Associação de números a frases descritivas);7;2;;;;;;;
101;41;Sobre o documento podemos dizer:;8;1;;;;;;;
102;42;A questão se baseia na análise do texto sobre a Guerra dos Emboabas.;8;1;;;;;;;
103;43;A questão se baseia na análise do Manifesto Republicano de 1870.;8;1;;;;;;;
104;44;Os documentos dizem respeito a eventos relacionados à Guerra do Contestado. Sobre ela, podemos afirmar:;8;1;;;;;;;
105;45;A imagem indica:;8;1;;;;;;;
106;46;A respeito do contexto deste jornal pode-se afirmar:;8;1;;;;;;;
107;47;Sobre a Lei de Terras de 1850 podemos afirmar:;8;1;;;;;;;
108;48;A questão se baseia na análise da mensagem presidencial sobre a vinda de astrônomos a Sobral.;8;1;;;;;;;
109;49;A questão se baseia na análise da propaganda.;8;1;;;;;;;
110;50;A questão se baseia na comparação das letras da canção.;8;1;;;;;;;
111;51;Ao ler essa narrativa de Varnhagen, podemos afirmar que:;8;1;;;;;;;
112;52;Sobre as questões abordadas no texto é possível afirmar:;8;1;;;;;;;
113;53;Ainda sobre o tema da questão 52, podemos dizer:;8;1;;;;;;;
114;54;Assinale a alternativa mais pertinente:;8;1;;;;;;;
115;55;A questão se baseia na análise do prefácio do livro.;8;1;;;;;;;
116;56;As imagens apresentadas são ex-votos... Observe as imagens e assinale a alternativa mais pertinente:;8;1;;;;;;;
117;57;De acordo com o documento:;8;1;;;;;;;
118;58;A partir do texto, assinale a resposta mais pertinente:;8;1;;;;;;;
119;59;A questão se baseia na análise da carta da British and Foreign Anti-Slavery Society.;8;1;;;;;;;
120;60;A quarta tarefa consiste em produzir um jornal! (Produção de textos jornalísticos e epígrafe com temas pré-definidos).;8;2;;;;;;;
121;1;A partir do texto, assinale a alternativa mais pertinente:;9;1;;;;;;;
122;2;Observe a charge e assinale a alternativa mais pertinente:;9;1;;;;;;;
123;3;Sobre o excerto do romance “O Cortiço” (1890) de Aluísio Azevedo, podemos afirmar que:;9;1;;;;;;;
124;4;Escolha a alternativa mais pertinente:;9;1;;;;;;;
125;5;A questão se baseia na análise do trecho sobre a colonização.;9;1;;;;;;;
126;6;A questão se baseia na análise da propaganda de café.;9;1;;;;;;;
127;7;Analisando o tema proposto pela canção composta por Lúcio Barbosa, e interpretada por nomes da Música Popular Brasileira como Zé Geraldo e Zé Ramalho, pode-se dizer que:;9;1;;;;;;;
128;8;Após observar a fotografia selecione a alternativa mais pertinente:;9;1;;;;;;;
129;9;A partir do texto, assinale a alternativa mais pertinente:;9;1;;;;;;;
130;10;Questionario para alunos.;9;2;;;;;;;
131;11;Observe a imagem publicada na capa do jornal O Mequetrefe, em maio de 1889 e escolha a alternativa mais pertinente:;10;1;;;;;;;
132;12;Assinale a alternativa mais pertinente a partir da leitura do artigo sobre as navegações do século XV:;10;1;;;;;;;
133;13;Sobre o texto de Paulo Roberto Pereira, escolha a alternativa mais pertinente:;10;1;;;;;;;
134;14;Sobre o documento podemos dizer:;10;1;;;;;;;
135;15;A partir da leitura do documento, escolha a alternativa mais pertinente:;10;1;;;;;;;
136;16;A partir do texto, pode-se afirmar que:;10;1;;;;;;;
137;17;Leia os dois documentos e escolha a alternativa mais pertinente:;10;1;;;;;;;
138;18;A partir da pintura de Tarsila do Amaral podemos dizer que:;10;1;;;;;;;
139;19;A questão se baseia na análise do trecho do poema.;10;1;;;;;;;
140;20;Documentos desorganizados;10;2;;;;;;;
141;21;Em 1798, o governador do Pará, dom Francisco de Souza Coutinho, escreveu ao ministro e secretário de Estado dos Negócios da Marinha e Domínios Ultramarinos, dom Rodrigo de Souza Coutinho, com o intuito de responder aos propósitos da Carta Régia de 04 de novembro de 1796... Leia o documento e indique a alternativa mais pertinente.;11;1;;;;;;;
142;22;Leia o texto “De onde vem o mito” da historiadora Emília Viotti da Costa e, baseado nele, escolha a alternativa mais pertinente:;11;1;;;;;;;
143;23;Observando a imagem e de acordo com seus conhecimentos, assinale a alternativa mais pertinente:;11;1;;;;;;;
144;24;Leia o trecho de “Ingleses no Brasil” de Gilberto Freyre, publicado pela primeira vez em 1948... Segundo as indicações do texto, escolha a alternativa mais pertinente:;11;1;;;;;;;
145;25;A imagem apresentada faz referência a uma manifestação popular ocorrida em Florianópolis e conhecida como A Novembrada... A partir dela, selecione a alternativa mais pertinente:;11;1;;;;;;;
146;26;Ainda sobre a fotografia:;11;1;;;;;;;
147;27;As recomendações de Antonil sobre a escolha e a atuação dos feitores:;11;1;;;;;;;
148;28;A revista “A Vida Moderna” circulou em São Paulo entre as décadas de 1910 e 1920. Com base no excerto pode-se inferir:;11;1;;;;;;;
149;29;Entre 1928 e 1932, a companhia Ford Industrial do Brasil instalou na Amazônia um complexo de produção de látex... A partir das falas dos trabalhadores, podemos afirmar:;11;1;;;;;;;
150;30;Leia a seguir trechos de petições de Irmandades religiosas ao Presidente da Província da Bahia sobre a inauguração do cemitério na cidade de Salvador em 1836... Escolha a alternativa mais pertinente:;11;1;;;;;;;
151;31;A partir da leitura do excerto de Fernão Cardim em seu Tratado da Terra e Gente do Brasil de 1583 a 1601, selecione a alternativa mais pertinente.;11;1;;;;;;;
152;32;...A partir da leitura de trechos do documento “Conferência Mundial dos Povos Indígenas sobre Território, Meio Ambiente e Desenvolvimento”, que delimitam algumas reivindicações desse grupo na ECO-92, assinale a alternativa mais pertinente.;11;1;;;;;;;
153;33;Leia a reportagem veiculada pelo jornal O Estado de S. Paulo e observe as imagens do Santuário de Bom Jesus de Matosinhos, em Congonhas. Escolha a alternativa mais pertinente:;11;1;;;;;;;
154;34;A partir da charge publicada no jornal semanal “O Pasquim” de julho de 1978, pode-se inferir:;11;1;;;;;;;
155;35;TAREFA: DADOS INEXISTENTES;11;2;;;;;;;
156;36;Este documento está depositado no Arquivo Nacional na cidade do Rio de Janeiro... Sobre o documento pode-se afirmar:;12;1;;;;;;;
157;37;A partir do mesmo documento da questão 36, pode-se afirmar:;12;1;;;;;;;
158;38;A partir do texto, pode-se afirmar que:;12;1;;;;;;;
159;39;A composição musical “Brasília, a Sinfonia da Alvorada”... A partir de trechos da letra desta composição, assinale a alternativa mais pertinente:;12;1;;;;;;;
160;40;As imagens apresentam a Igreja da Ordem Terceira de São Francisco, localizada na região do Pelourinho, em Salvador, Bahia... A partir do conteúdo histórico que as fotografias suscitam, assinale a alternativa mais pertinente.;12;1;;;;;;;
161;41;A partir do texto pode-se observar:;12;1;;;;;;;
162;42;Analisando o documento, é possível perceber que:;12;1;;;;;;;
163;43;A partir da observação da pintura mural de Aldo Locatelli... assinale a alternativa mais pertinente:;12;1;;;;;;;
164;44;Nos anos de 1855 -1856 o professor Pretextato dos Passos e Silva figurou em um processo junto ao órgão que regulamentava a instrução primária e secundária da Corte... Escolha a alternativa mais pertinente:;12;1;;;;;;;
165;45;A partir do texto escolha a alternativa mais pertinente:;12;1;;;;;;;
166;46;Escolha a alternativa mais pertinente:;12;1;;;;;;;
167;47;Observando a obra do pintor Eugênio de Proença Sigaud, “Acidente de Trabalho”, selecione a alternativa mais pertinente.;12;1;;;;;;;
168;48;Após a leitura do texto podemos afirmar que:;12;1;;;;;;;
169;49;Leia a seguir o excerto do roteiro do curta metragem Ilha das Flores (1989): Escolha a alternativa mais pertinente.;12;1;;;;;;;
170;50;TAREFA: DADOS INEXISTENTES;12;2;;;;;;;
171;1;Sobre o grafite exibido responda:;13;1;;;;;;;
172;2;Leia o trecho do relato do padre Antônio Vieira e escolha a opção mais pertinente:;13;1;;;;;;;
173;3;Escolha a alternativa mais pertinente:;13;1;;;;;;;
174;4;Observe o mapa e assinale a alternativa mais pertinente:;13;1;;;;;;;
175;5;Leia o samba-enredo da G.R.E.S. Imperatriz Leopoldinense, do carnaval de 1989, e escolha a alternativa mais pertinente:;13;1;;;;;;;
176;6;Conforme o texto assinale a alternativa mais pertinente:;13;1;;;;;;;
177;7;Assinale a resposta mais pertinente, considerando que os versos:;13;1;;;;;;;
178;8;Escolha a alternativa mais pertinente:;13;1;;;;;;;
179;9;O desenho de Laerte:;13;1;;;;;;;
180;10;Questionario;13;2;;;;;;;
181;11;No dia 7 de março de 1808, o Rio de Janeiro parou para ver a chegada da Corte portuguesa... Escolha a alternativa mais pertinente:;14;1;;;;;;;
182;12;Observe a charge e escolha a opção mais pertinente:;14;1;;;;;;;
183;13;No ano de 1500, o Serenissimo rei de Portugal chamado Dom Manoel mandou às partes da India uma armada sua... Escolha a alternativa mais pertinente:;14;1;;;;;;;
184;14;Quando, em abril de 1917, entraram no conflito os Estados Unidos... as pressões internas para a entrada na guerra cresceram (...) Escolha a alternativa mais pertinente:;14;1;;;;;;;
185;15;Observe o quadro da Batalha dos Guararapes e escolha a opção mais pertinente:;14;1;;;;;;;
186;16;Durante os três primeiros séculos da nossa história, as atividades industriais... reduziram-se, praticamente, à fabricação do açúcar e à mineração. (...) Sobre a Industrialização brasileira no periodo colonial, assinale a questão mais pertinente:;14;1;;;;;;;
187;17;Observe a imagem e escolha a alternativa mais pertinente:;14;1;;;;;;;
188;18;"Observe a imagem, leia o fragmento do Cordel ""Jesuino Brilhante""... e assinale a alternativa mais pertinente:";14;1;;;;;;;
189;19;"Tornou-se um lugar comum chamar o regime politico existente entre 1964 e 1979 de ""ditadura militar""... A partir da leitura, pode-se afirmar que o texto:";14;1;;;;;;;
190;20;A questão 20 pede que você organize os documentos das fases 1 e 2 em duas linhas do tempo, conforme o gabarito.;14;2;;;;;;;
191;21;Escolha a alternativa mais pertinente: 2;15;1;;;;;;;
192;22;Sobre o documento podemos dizer que: 11;15;1;;;;;;;
193;23;Membro de uma expedição francesa no atual Maranhão, o padre capuchinho Claude d'Abbeville assim descreveu as terras que visitou no ano de 1612: Escolha a alternativa mais pertinente: 20;15;1;;;;;;;
194;24;Observe a imagem Anúncio de fuga de escravo] e escolha a resposta mais pertinente. 29;15;1;;;;;;;
195;25;A partir da leitura do texto, assinale a alternativa mais pertinente. 38;15;1;;;;;;;
196;26;A partir da leitura do artigo de Jorge Coli, assinale a alternativa mais pertinente. 47;15;1;;;;;;;
197;27;Observe a fotografia e o cartaz e assinale a alternativa mais pertinente: 56;15;1;;;;;;;
198;28;Leia o texto do cronista português Fernão Lopes de Castanheda que relatou a partida do vice-rei Francisco de Almeida em uma grande armada portuguesa que se dirigia de Lisboa à Índia, em 1505. 65;15;1;;;;;;;
199;29;A partir da leitura de quatro pontos de Jongo, assinale a alternativa mais pertinente: 74;15;1;;;;;;;
200;30;Leia um trecho do livro Capitães da Areia de Jorge Amado, escrito em 1936, e assinale a alternativa mais pertinente: 83;15;1;;;;;;;
201;31;Escolha a alternativa mais pertinente:;15;1;;;;;;;
202;32;Ainda sobre o texto de Beatriz Gallotti Mamigonian:;15;1;;;;;;;
203;33;Sobre o texto de Sidney Chalhoub podemos dizer que:;15;1;;;;;;;
204;34;A gravura do seminario Cabrião diz respeito ao recrutamento para a Guerra do Paraguai. A partir dela podemos afirmar que:;15;1;;;;;;;
205;35;Nesta tarefa, propomos às equipes o trabalho com um instrumento que é muito importante para os historiadores: analisar e compreender imagens... A tarefa consiste em associar estes números às frases que preparamos.;15;2;;;;;;;
206;36;A inauguração para convidados da Mostra do Redescobrimento, a maior exposição de arte nos 500 anos de história do país, programada para acontecer na noite de domingo, dia 23, reflete as desigualdades dos 500 anos da história do Brasil: Escolha a alternativa mais pertinente:;16;1;;;;;;;
207;37;Escolha a alternativa mais pertinente:;16;1;;;;;;;
208;38;Confissão de Maria Lopes, cristã-nova, no tempo da graça, em 3 de agosto de 1591: Disse ser cristã-nova, natural de Monsaraz termo d'Évora em Portugal, (...) Escolha a alternativa mais pertinente:;16;1;;;;;;;
209;39;Estuário. Parte terminal de um rio ou lagoa. Porção de Manifesto Mangue Beat rio com água salobra. Em suas margens se encontram os manguezais, comunidades de plantas tropicais ou subtropicais inundadas pelos movimentos das marés. (...) A partir do texto, escolha a alternativa mais pertinente:;16;1;;;;;;;
210;40;Observe o cartaz e escolha a alternativa mais pertinente:;16;1;;;;;;;
211;41;Assinale a alternativa mais pertinente, considerando que o congresso integralista:;16;1;;;;;;;
212;42;Leia um trecho do jornal Gazeta de Notícias de 14 de novembro de 1904 e assinale a alternativa mais pertinente:;16;1;;;;;;;
213;43;A partir da observação de parte da obra inaugurada em dezembro de 2008, assinale a alternativa mais pertinente:;16;1;;;;;;;
214;44;Ainda sobre o painel em azulejo de Danúbio Gonçalves, escolha a alternativa mais pertinente:;16;1;;;;;;;
215;45;Sobre a pintura, pode-se afirmar que:;16;1;;;;;;;
216;46;Leia a carta endereçada a Eustachio Zanotti e assinale a alternativa mais pertinente:;16;1;;;;;;;
217;47;Escolha a alternativa mais pertinente:;16;1;;;;;;;
218;48;Escolha a alternativa mais pertinente:;16;1;;;;;;;
219;49;Observe a fotografia realizada pelo fotógrafo brasileiro Sebastião Salgado no Ceará em 1983 e assinale a alternativa mais pertinente:;16;1;;;;;;;
220;50;"Tarefa de Elaboração: As equipes devem narrar um conflito histórico que tenha marcado a localidade/cidade/município em que vivem ou onde a escola se localiza, preenchendo a Gazeta do Jovem Historiador com a reportagem principal, dados da equipe, o que mais/menos gostam na Olimpíada, e uma epígrafe relacionada ao tema ""conflitos"".";16;2;;;;;;;
221;1;Leia os dois excertos extraídos de blogs de escritores e escolha a alternativa:;17;1;;;;;;;
222;2;A seguir estão dispostos alguns documentos sobre o músico e maestro Carlos Gomes. Analise-os e assinale a melhor alternativa.;17;1;;;;;;;
223;3;A partir da leitura da notícia, podemos afirmar que:;17;1;;;;;;;
224;4;Sobre a lei é correto afirmar:;17;1;;;;;;;
225;5;Escolha uma das alternativas:;17;1;;;;;;;
226;6;A partir da leitura da propaganda, escolha uma das alternativas:;17;1;;;;;;;
227;7;A historiadora, no texto:;17;1;;;;;;;
228;8;Pode-se afirmar, portanto, que:;17;1;;;;;;;
229;9;Observando esta imagem, é possível afirmar:;17;1;;;;;;;
230;10;Após lê-lo atentamente, e refletir sobre a obra, assinale a alternativa que julgar a melhor.;17;1;;;;;;;
231;11;"Prezada equipe participante da 5a Olimpíada Nacional em História do Brasil,
Nesse momento, gostaríamos de ter algumas informações sobre a sua equipe, incluindo o/a
professor(a) orientador(a) e os estudantes participantes. Assim, preparamos uma série de questões,
e pedimos que as respondam da forma mais completa que puderem.
Importante: o não preenchimento do questionário implica não receber os pontos desta tarefa.
O questionário é uma forma de conhecermos melhor os participantes da 5a Olimpíada Nacional em
História do Brasil e de aprimorarmos as edições futuras.";17;2;;;;;;;
